Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_integrinPathway:Integrin Signaling Pathway	4	3.8461538461538463	0.008222388180041378	ENSG00000072110, ENSG00000177606, ENSG00000159840, ENSG00000050820	20	37	1623	8.772972972972974	0.424880455899183	0.5509000080627724	0.5509000080627724
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	3	2.8846153846153846	0.008845480340443381	ENSG00000204388, ENSG00000185122, ENSG00000113013	99	28	19308	20.896103896103895	0.9998459473043494	0.7611406373834455	0.7611406373834455
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	9	8.653846153846153	0.008879213147345563	ENSG00000175197, ENSG00000112182, ENSG00000134107, ENSG00000185022, ENSG00000185122, ENSG00000177606, ENSG00000162772, ENSG00000133794, ENSG00000155090	100	556	18869	3.0543345323741002	0.9212815296259674	0.2811750829992762	0.2772287660449004
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	6	5.769230769230769	0.009244623126114723	ENSG00000112715, ENSG00000006327, ENSG00000140105, ENSG00000177606, ENSG00000171951, ENSG00000101384	99	252	19308	4.6435786435786435	0.9998965237472665	0.7611406373834455	0.7611406373834455
GOTERM_CC_DIRECT	GO:1990184~amino acid transport complex	2	1.9230769230769231	0.009606465119430098	ENSG00000168003, ENSG00000103257	100	2	20562	205.61999999999998	0.8892923468950584	0.21902740472300622	0.21422417216329118
GOTERM_CC_DIRECT	GO:1990622~CHOP-ATF3 complex	2	1.9230769230769231	0.009606465119430098	ENSG00000175197, ENSG00000162772	100	2	20562	205.61999999999998	0.8892923468950584	0.21902740472300622	0.21422417216329118
UP_SEQ_FEATURE	MUTAGEN:Missing: Nearly abolishes transport activity.	2	1.9230769230769231	0.009898286941113407	ENSG00000168003, ENSG00000103257	103	2	20559	199.6019417475728	0.9998307706026461	0.7855640454174548	0.7819646683479592
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	4	3.8461538461538463	0.010190563565103219	ENSG00000162231, ENSG00000198576, ENSG00000185122, ENSG00000109111	99	88	19308	8.865013774104684	0.9999597310040919	0.7744828309478446	0.7744828309478446
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	6	5.769230769230769	0.010454758979127012	ENSG00000204388, ENSG00000128590, ENSG00000090520, ENSG00000109111, ENSG00000149428, ENSG00000113013	70	225	11693	4.45447619047619	0.3432105316051334	0.12901003186852808	0.12901003186852808
KEGG_PATHWAY	hsa00970:Aminoacyl-tRNA biosynthesis	4	3.8461538461538463	0.010821334534496367	ENSG00000134684, ENSG00000140105, ENSG00000110619, ENSG00000031698	58	66	8164	8.530825496342738	0.8526485517750813	0.5183236523081749	0.5183236523081749
GOTERM_BP_DIRECT	GO:1900745~positive regulation of p38MAPK cascade	3	2.8846153846153846	0.011455223372156837	ENSG00000112715, ENSG00000116717, ENSG00000099860	99	32	19308	18.28409090909091	0.9999886135188414	0.8084114779779253	0.8084114779779253
UP_KW_BIOLOGICAL_PROCESS	KW-0090~Biological rhythms	5	4.807692307692308	0.011709928499662632	ENSG00000134107, ENSG00000151014, ENSG00000179094, ENSG00000133794, ENSG00000155090	68	148	11223	5.575814785373609	0.4450911896652837	0.18864854634545203	0.18110260449163396
KEGG_PATHWAY	hsa04510:Focal adhesion	6	5.769230769230769	0.012783433259917237	ENSG00000112715, ENSG00000072110, ENSG00000130702, ENSG00000177606, ENSG00000159840, ENSG00000050820	58	201	8164	4.20174987133299	0.8961064663734357	0.5183236523081749	0.5183236523081749
UP_KW_MOLECULAR_FUNCTION	KW-0436~Ligase	5	4.807692307692308	0.012901003186852807	ENSG00000134684, ENSG00000140105, ENSG00000110619, ENSG00000031698, ENSG00000131069	70	154	11693	5.423469387755102	0.40512129671015784	0.12901003186852808	0.12901003186852808
UP_KW_BIOLOGICAL_PROCESS	KW-0648~Protein biosynthesis	5	4.807692307692308	0.013099951340953693	ENSG00000134684, ENSG00000140105, ENSG00000110619, ENSG00000101210, ENSG00000031698	68	153	11223	5.3935986159169556	0.48279999631616555	0.18864854634545203	0.18110260449163396
UP_SEQ_FEATURE	DOMAIN:Protein kinase	8	7.6923076923076925	0.013305948360650015	ENSG00000173846, ENSG00000034152, ENSG00000142627, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	103	508	20559	3.143337665316107	0.9999916568268171	0.9680077432372886	0.9635724271170719
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	3	2.8846153846153846	0.013607048009608878	ENSG00000175197, ENSG00000101255, ENSG00000087074	99	35	19308	16.716883116883118	0.9999986776057962	0.8315927278795178	0.8315927278795178
GOTERM_MF_DIRECT	GO:0004860~protein kinase inhibitor activity	3	2.8846153846153846	0.014487982007361996	ENSG00000187678, ENSG00000148841, ENSG00000101255	100	35	18869	16.173428571428573	0.9843811682480249	0.4129074872098169	0.40711229440687213
GOTERM_CC_DIRECT	GO:0016605~PML body	4	3.8461538461538463	0.014607397650977369	ENSG00000161011, ENSG00000185122, ENSG00000011243, ENSG00000133794	100	106	20562	7.759245283018868	0.9650924117095803	0.3027715149475309	0.2961317887425412
KEGG_PATHWAY	hsa04210:Apoptosis	5	4.807692307692308	0.014725103758754967	ENSG00000175197, ENSG00000141682, ENSG00000116717, ENSG00000099860, ENSG00000177606	58	136	8164	5.1749492900608525	0.92653076935912	0.5183236523081749	0.5183236523081749
UP_KW_BIOLOGICAL_PROCESS	KW-0053~Apoptosis	9	8.653846153846153	0.015091883707636162	ENSG00000175197, ENSG00000141682, ENSG00000173846, ENSG00000161011, ENSG00000142627, ENSG00000006327, ENSG00000099860, ENSG00000101255, ENSG00000087074	68	543	11223	2.7355378615534613	0.5324954771030955	0.18864854634545203	0.18110260449163396
GOTERM_BP_DIRECT	GO:0098713~leucine import across plasma membrane	2	1.9230769230769231	0.015150474799424413	ENSG00000168003, ENSG00000103257	99	3	19308	130.02020202020205	0.9999997185240377	0.8315927278795178	0.8315927278795178
GOTERM_BP_DIRECT	GO:0015823~phenylalanine transport	2	1.9230769230769231	0.015150474799424413	ENSG00000168003, ENSG00000103257	99	3	19308	130.02020202020205	0.9999997185240377	0.8315927278795178	0.8315927278795178
GOTERM_BP_DIRECT	GO:1903801~L-leucine import into cell	2	1.9230769230769231	0.015150474799424413	ENSG00000168003, ENSG00000103257	99	3	19308	130.02020202020205	0.9999997185240377	0.8315927278795178	0.8315927278795178
INTERPRO	IPR024824:Growth arrest and DNA damage-inducible protein GADD45	2	1.9230769230769231	0.015541345438946062	ENSG00000116717, ENSG00000099860	101	3	19204	126.75907590759076	0.992215706521257	0.7050510812777171	0.7027767229510148
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	40	38.46153846153847	0.01590551454404036	ENSG00000181222, ENSG00000112245, ENSG00000177606, ENSG00000115677, ENSG00000151014, ENSG00000197976, ENSG00000130254, ENSG00000113013, ENSG00000112182, ENSG00000162231, ENSG00000109111, ENSG00000148841, ENSG00000162772, ENSG00000101255, ENSG00000101210, ENSG00000099917, ENSG00000155090, ENSG00000175197, ENSG00000134107, ENSG00000116717, ENSG00000159840, ENSG00000074590, ENSG00000133794, ENSG00000164463, ENSG00000060138, ENSG00000088826, ENSG00000173846, ENSG00000138166, ENSG00000141582, ENSG00000185022, ENSG00000161011, ENSG00000185122, ENSG00000184575, ENSG00000182199, ENSG00000108175, ENSG00000013441, ENSG00000275342, ENSG00000011243, ENSG00000179094, ENSG00000031698	91	5645	17615	1.3716310261925853	0.4013437217423925	0.25448823270464577	0.25448823270464577
INTERPRO	IPR000719:Protein kinase, catalytic domain	8	7.6923076923076925	0.015920508286916192	ENSG00000173846, ENSG00000034152, ENSG00000142627, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	101	502	19204	3.0300974320539624	0.993091939002539	0.7050510812777171	0.7027767229510148
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	17	16.346153846153847	0.01646223733193203	ENSG00000175197, ENSG00000112715, ENSG00000078808, ENSG00000128683, ENSG00000196365, ENSG00000130294, ENSG00000177606, ENSG00000130254, ENSG00000175866, ENSG00000169710, ENSG00000161011, ENSG00000185122, ENSG00000182199, ENSG00000275342, ENSG00000162772, ENSG00000110619, ENSG00000087086	100	1714	18869	1.871487747957993	0.9911804551987777	0.4265216036000572	0.4205353354793546
UP_KW_DISEASE	KW-0622~Neuropathy	5	4.807692307692308	0.01657115930147936	ENSG00000197102, ENSG00000134684, ENSG00000130294, ENSG00000140105, ENSG00000101384	37	123	4447	4.88573939793452	0.31909326053935716	0.3811366639340253	0.3811366639340253
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	8	7.6923076923076925	0.018016833913171826	ENSG00000161011, ENSG00000034152, ENSG00000185122, ENSG00000140105, ENSG00000101255, ENSG00000087074, ENSG00000101210, ENSG00000050820	100	511	18869	2.954050880626223	0.9943810882742199	0.42789980543783085	0.42189419413344026
GOTERM_CC_DIRECT	GO:0016607~nuclear speck	7	6.730769230769231	0.01810966156407915	ENSG00000162231, ENSG00000141582, ENSG00000176697, ENSG00000204388, ENSG00000116717, ENSG00000011243, ENSG00000197976	100	432	20562	3.331805555555556	0.9844989553714247	0.34408356971750387	0.33653787739913754
SMART	SM00220:S_TKc	7	6.730769230769231	0.01975889817520885	ENSG00000173846, ENSG00000034152, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	62	365	10386	3.2126380910296066	0.7891532671093493	0.7705970288331452	0.7705970288331452
INTERPRO	IPR014729:Rossmann-like alpha/beta/alpha sandwich fold	3	2.8846153846153846	0.020189446492645854	ENSG00000134684, ENSG00000140105, ENSG00000110619	101	42	19204	13.581329561527582	0.9982050390519773	0.7119138711790912	0.7096173748204491
INTERPRO	IPR002305:Aminoacyl-tRNA synthetase, class Ic	2	1.9230769230769231	0.02066846722778007	ENSG00000134684, ENSG00000140105	101	4	19204	95.06930693069307	0.9984575224206976	0.7119138711790912	0.7096173748204491
GOTERM_CC_DIRECT	GO:0042645~mitochondrial nucleoid	3	2.8846153846153846	0.020699709526613087	ENSG00000196365, ENSG00000182199, ENSG00000113013	100	46	20562	13.41	0.9915116867593479	0.34812075153547495	0.34048652452811806
GOTERM_MF_DIRECT	GO:0015173~aromatic amino acid transmembrane transporter activity	2	1.9230769230769231	0.020823855927994676	ENSG00000168003, ENSG00000103257	100	4	18869	94.345	0.9975149515057563	0.4565229953444987	0.4501156550589619
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	12	11.538461538461538	0.02137583562059934	ENSG00000101294, ENSG00000078808, ENSG00000099194, ENSG00000161011, ENSG00000204388, ENSG00000128590, ENSG00000090520, ENSG00000112245, ENSG00000172893, ENSG00000149428, ENSG00000087074, ENSG00000181789	100	1142	20562	2.160630472854641	0.992748410109029	0.34812075153547495	0.34048652452811806
KEGG_PATHWAY	hsa05210:Colorectal cancer	4	3.8461538461538463	0.02194944835912763	ENSG00000141682, ENSG00000116717, ENSG00000099860, ENSG00000177606	58	86	8164	6.546912590216519	0.9798817955951987	0.5855728950978577	0.5855728950978577
UP_SEQ_FEATURE	COMPBIAS:Basic residues	9	8.653846153846153	0.022629696636453853	ENSG00000128564, ENSG00000112715, ENSG00000141582, ENSG00000065000, ENSG00000108175, ENSG00000013441, ENSG00000197976, ENSG00000179094, ENSG00000104980	103	697	20559	2.577356493153738	0.9999999979028548	1.0	0.9965596330275229
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2)	13	12.5	0.022943956445332012	ENSG00000134107, ENSG00000177606, ENSG00000130254, ENSG00000133794, ENSG00000112182, ENSG00000275832, ENSG00000169710, ENSG00000141582, ENSG00000161011, ENSG00000168003, ENSG00000185122, ENSG00000108175, ENSG00000162772	103	1267	20559	2.048007294963257	0.9999999984161939	1.0	0.9965596330275229
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	5	4.807692307692308	0.023268718415858158	ENSG00000060138, ENSG00000112715, ENSG00000101294, ENSG00000185022, ENSG00000108175	99	213	19308	4.578176127471902	0.9999999999209693	0.9822235764161088	0.9822235764161088
KEGG_PATHWAY	hsa04710:Circadian rhythm	3	2.8846153846153846	0.02328983105502843	ENSG00000134107, ENSG00000179094, ENSG00000133794	58	34	8164	12.419878296146043	0.9841960790549809	0.5855728950978577	0.5855728950978577
GOTERM_BP_DIRECT	GO:0051591~response to cAMP	3	2.8846153846153846	0.023769688079720724	ENSG00000128564, ENSG00000177606, ENSG00000179094	99	47	19308	12.448742746615087	0.9999999999523941	0.9822235764161088	0.9822235764161088
UP_KW_PTM	KW-0832~Ubl conjugation	25	24.03846153846154	0.02408807334384099	ENSG00000181222, ENSG00000177606, ENSG00000197976, ENSG00000130254, ENSG00000112182, ENSG00000275832, ENSG00000142627, ENSG00000103257, ENSG00000162772, ENSG00000099917, ENSG00000155090, ENSG00000175197, ENSG00000134107, ENSG00000198576, ENSG00000074590, ENSG00000131473, ENSG00000133794, ENSG00000169710, ENSG00000141582, ENSG00000161011, ENSG00000168003, ENSG00000185122, ENSG00000108175, ENSG00000087074, ENSG00000179094	89	2579	14106	1.536393776875455	0.323029087013464	0.1364990822817656	0.12846972450048527
INTERPRO	IPR011009:Protein kinase-like domain	8	7.6923076923076925	0.02416392104169767	ENSG00000173846, ENSG00000034152, ENSG00000142627, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	101	547	19204	2.780820678045867	0.9994908684638509	0.7262215646372506	0.7238789144287433
UP_SEQ_FEATURE	DOMAIN:IMD	2	1.9230769230769231	0.02456409020528674	ENSG00000132613, ENSG00000175866	103	5	20559	79.84077669902912	0.999999999628037	1.0	0.9965596330275229
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	6	5.769230769230769	0.02470819927673883	ENSG00000175197, ENSG00000116717, ENSG00000099860, ENSG00000177606, ENSG00000087074, ENSG00000133794	99	324	19308	3.611672278338945	0.9999999999815941	0.9822235764161088	0.9822235764161088
INTERPRO	IPR013606:IRSp53/MIM homology domain (IMD)	2	1.9230769230769231	0.02576915229357986	ENSG00000132613, ENSG00000175866	101	5	19204	76.05544554455446	0.9996943799736338	0.7262215646372506	0.7238789144287433
GOTERM_MF_DIRECT	GO:0015190~L-leucine transmembrane transporter activity	2	1.9230769230769231	0.02596238962744204	ENSG00000168003, ENSG00000103257	100	5	18869	75.47600000000001	0.9994452694711764	0.4864922823600358	0.4796643205023511
GOTERM_MF_DIRECT	GO:1990837~sequence-specific double-stranded DNA binding	8	7.6923076923076925	0.02703469900010048	ENSG00000112182, ENSG00000134107, ENSG00000185022, ENSG00000185122, ENSG00000177606, ENSG00000162772, ENSG00000133794, ENSG00000155090	100	556	18869	2.7149640287769783	0.9995947291306695	0.4864922823600358	0.4796643205023511
GOTERM_MF_DIRECT	GO:0070888~E-box binding	3	2.8846153846153846	0.02731184743073885	ENSG00000134107, ENSG00000179094, ENSG00000133794	100	49	18869	11.552448979591835	0.9996263341093672	0.4864922823600358	0.4796643205023511
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	4	3.8461538461538463	0.027435956708921096	ENSG00000138166, ENSG00000034152, ENSG00000185122, ENSG00000171951	99	128	19308	6.09469696969697	0.9999999999988434	0.9822235764161088	0.9822235764161088
UP_KW_BIOLOGICAL_PROCESS	KW-0834~Unfolded protein response	3	2.8846153846153846	0.028272827811609606	ENSG00000175197, ENSG00000164463, ENSG00000128590	68	44	11223	11.253008021390377	0.7616487966159061	0.2827282781160961	0.2714191469914522
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate	6	5.769230769230769	0.02875751157306767	ENSG00000141582, ENSG00000134107, ENSG00000185122, ENSG00000177606, ENSG00000197976, ENSG00000130254	103	345	20559	3.471338117349092	0.9999999999913491	1.0	0.9965596330275229
GOTERM_BP_DIRECT	GO:2000323~negative regulation of glucocorticoid receptor signaling pathway	2	1.9230769230769231	0.03007371975633455	ENSG00000179094, ENSG00000133794	99	6	19308	65.01010101010102	0.999999999999921	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0042634~regulation of hair cycle	2	1.9230769230769231	0.03007371975633455	ENSG00000179094, ENSG00000133794	99	6	19308	65.01010101010102	0.999999999999921	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0010793~regulation of mRNA export from nucleus	2	1.9230769230769231	0.03007371975633455	ENSG00000109111, ENSG00000011243	99	6	19308	65.01010101010102	0.999999999999921	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0032388~positive regulation of intracellular transport	2	1.9230769230769231	0.03007371975633455	ENSG00000164463, ENSG00000197102	99	6	19308	65.01010101010102	0.999999999999921	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	4	3.8461538461538463	0.03025727943193538	ENSG00000176697, ENSG00000142627, ENSG00000111252, ENSG00000050820	99	133	19308	5.8655730234677605	0.9999999999999344	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	8	7.6923076923076925	0.03055454437308046	ENSG00000175197, ENSG00000141582, ENSG00000134107, ENSG00000177606, ENSG00000101255, ENSG00000179094, ENSG00000133794, ENSG00000155090	99	590	19308	2.6444786851566513	0.9999999999999516	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0031122~cytoplasmic microtubule organization	3	2.8846153846153846	0.030755988111770636	ENSG00000106665, ENSG00000173846, ENSG00000197102	99	54	19308	10.835016835016836	0.9999999999999606	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0042149~cellular response to glucose starvation	3	2.8846153846153846	0.030755988111770636	ENSG00000141682, ENSG00000074590, ENSG00000103257	99	54	19308	10.835016835016836	0.9999999999999606	0.9822235764161088	0.9822235764161088
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	5	4.807692307692308	0.031071664443812975	ENSG00000175197, ENSG00000204388, ENSG00000090520, ENSG00000149428, ENSG00000087074	58	171	8164	4.115749142972374	0.9961333792382192	0.6835766177638855	0.6835766177638855
GOTERM_BP_DIRECT	GO:0016192~vesicle-mediated transport	5	4.807692307692308	0.031384595774066944	ENSG00000065000, ENSG00000204388, ENSG00000130294, ENSG00000144674, ENSG00000181789	99	234	19308	4.167314167314167	0.9999999999999792	0.9822235764161088	0.9822235764161088
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	4	3.8461538461538463	0.031665415454152114	ENSG00000204388, ENSG00000090520, ENSG00000149428, ENSG00000113013	100	131	18869	5.761526717557253	0.9998959477911907	0.5308613767313737	0.5234106907421615
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	3	2.8846153846153846	0.031812909357606764	ENSG00000175197, ENSG00000164463, ENSG00000128590	99	55	19308	10.63801652892562	0.9999999999999866	0.9822235764161088	0.9822235764161088
GOTERM_BP_DIRECT	GO:0006085~acetyl-CoA biosynthetic process	2	1.9230769230769231	0.03499822371794158	ENSG00000131473, ENSG00000131069	99	7	19308	55.722943722943725	0.9999999999999994	1.0	1.0
GOTERM_BP_DIRECT	GO:0000185~activation of MAPKKK activity	2	1.9230769230769231	0.03499822371794158	ENSG00000116717, ENSG00000099860	99	7	19308	55.722943722943725	0.9999999999999994	1.0	1.0
GOTERM_CC_DIRECT	GO:0015629~actin cytoskeleton	5	4.807692307692308	0.03613504182645974	ENSG00000132613, ENSG00000198576, ENSG00000159840, ENSG00000050820, ENSG00000175866	100	258	20562	3.9848837209302324	0.9997731746062949	0.5115028852218872	0.5002857166863196
GOTERM_BP_DIRECT	GO:0051898~negative regulation of protein kinase B signaling	3	2.8846153846153846	0.036180968333306064	ENSG00000175197, ENSG00000142627, ENSG00000111252	99	59	19308	9.916795069337443	0.9999999999999999	1.0	1.0
GOTERM_CC_DIRECT	GO:0000791~euchromatin	3	2.8846153846153846	0.03706050265980092	ENSG00000181222, ENSG00000185122, ENSG00000177606	100	63	20562	9.791428571428572	0.9998177900173706	0.5115028852218872	0.5002857166863196
GOTERM_CC_DIRECT	GO:1904115~axon cytoplasm	3	2.8846153846153846	0.03813837302093019	ENSG00000065000, ENSG00000197102, ENSG00000130294	100	64	20562	9.638437499999998	0.9998588526932178	0.5115028852218872	0.5002857166863196
GOTERM_MF_DIRECT	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	7	6.730769230769231	0.03896460653446687	ENSG00000175197, ENSG00000164463, ENSG00000185022, ENSG00000185122, ENSG00000177606, ENSG00000162772, ENSG00000155090	100	475	18869	2.7806947368421056	0.999987957297046	0.6169396034623922	0.6082808020102883
UP_KW_DISEASE	KW-0898~Cataract	4	3.8461538461538463	0.04056784221839481	ENSG00000196365, ENSG00000142627, ENSG00000107554, ENSG00000087086	37	95	4447	5.060597439544808	0.6142301968324875	0.4665301855115403	0.4665301855115403
GOTERM_BP_DIRECT	GO:0001570~vasculogenesis	3	2.8846153846153846	0.04076569168207513	ENSG00000112715, ENSG00000142627, ENSG00000108175	99	63	19308	9.287157287157287	1.0	1.0	1.0
BIOCARTA	h_pyk2Pathway:Links between Pyk2 and Map Kinases	3	2.8846153846153846	0.040960282782904166	ENSG00000034152, ENSG00000177606, ENSG00000050820	20	28	1623	8.694642857142858	0.9393191375098392	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0965~Cell junction	7	6.730769230769231	0.041496303091979325	ENSG00000072110, ENSG00000168003, ENSG00000142627, ENSG00000159840, ENSG00000275342, ENSG00000107554, ENSG00000050820	91	496	17615	2.7318548387096775	0.7423670818348829	0.4426272329811128	0.4426272329811128
GOTERM_BP_DIRECT	GO:0002931~response to ischemia	3	2.8846153846153846	0.04194451072492087	ENSG00000161011, ENSG00000034152, ENSG00000149428	99	64	19308	9.142045454545455	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	7	6.730769230769231	0.04227888164440905	ENSG00000173846, ENSG00000161011, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	99	501	19308	2.724974293836569	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0098992~neuronal dense core vesicle	2	1.9230769230769231	0.04251525075955893	ENSG00000130294, ENSG00000171951	100	9	20562	45.693333333333335	0.9999501040513965	0.5385265096210797	0.5267167177434245
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	4	3.8461538461538463	0.04440776110094987	ENSG00000112715, ENSG00000275342, ENSG00000107554, ENSG00000175866	99	155	19308	5.03304007820137	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:1990841~promoter-specific chromatin binding	3	2.8846153846153846	0.04705234189352595	ENSG00000181222, ENSG00000116717, ENSG00000185122	100	66	18869	8.576818181818181	0.9999989168753888	0.6736409137285383	0.66418630441305
GOTERM_BP_DIRECT	GO:0016477~cell migration	5	4.807692307692308	0.047130538872121444	ENSG00000198576, ENSG00000130702, ENSG00000142627, ENSG00000275342, ENSG00000050820	99	267	19308	3.6522528657360116	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	6	5.769230769230769	0.04730234707943486	ENSG00000128564, ENSG00000173846, ENSG00000198576, ENSG00000130294, ENSG00000101210, ENSG00000175866	100	408	20562	3.0238235294117644	0.999984086645964	0.5446383130947414	0.532694490439155
UP_SEQ_FEATURE	MOTIF:Nuclear export signal 2	2	1.9230769230769231	0.048530557310701945	ENSG00000179094, ENSG00000133794	103	10	20559	39.92038834951456	1.0	1.0	0.9965596330275229
UP_SEQ_FEATURE	DOMAIN:Ribosomal_L7Ae	2	1.9230769230769231	0.048530557310701945	ENSG00000116717, ENSG00000099860	103	10	20559	39.92038834951456	1.0	1.0	0.9965596330275229
UP_SEQ_FEATURE	MOTIF:Nuclear export signal 1	2	1.9230769230769231	0.048530557310701945	ENSG00000179094, ENSG00000133794	103	10	20559	39.92038834951456	1.0	1.0	0.9965596330275229
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	3	2.8846153846153846	0.049279468827693546	ENSG00000099860, ENSG00000140105, ENSG00000101255	99	70	19308	8.358441558441559	1.0	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0037~Angiogenesis	4	3.8461538461538463	0.04930122578556759	ENSG00000112715, ENSG00000142627, ENSG00000006327, ENSG00000140105	68	138	11223	4.783887468030691	0.9201735717619447	0.41084354821306324	0.3944098062845407
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	6	5.769230769230769	0.049335450262376755	ENSG00000034152, ENSG00000160584, ENSG00000013441, ENSG00000101255, ENSG00000074590, ENSG00000275342	100	379	18869	2.9871767810026384	0.9999994532606614	0.6736409137285383	0.66418630441305
GOTERM_BP_DIRECT	GO:0090084~negative regulation of inclusion body assembly	2	1.9230769230769231	0.04962373451731199	ENSG00000204388, ENSG00000185122	99	10	19308	39.00606060606061	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0031072~heat shock protein binding	3	2.8846153846153846	0.04963669890631335	ENSG00000204388, ENSG00000185122, ENSG00000113013	100	68	18869	8.324558823529411	0.9999995004806032	0.6736409137285383	0.66418630441305
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	4	3.8461538461538463	0.05099384538844603	ENSG00000130702, ENSG00000177606, ENSG00000074590, ENSG00000101384	99	164	19308	4.7568366592756846	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0034663~endoplasmic reticulum chaperone complex	2	1.9230769230769231	0.05171731273152727	ENSG00000090520, ENSG00000149428	100	11	20562	37.38545454545454	0.9999944814706283	0.5446383130947414	0.532694490439155
GOTERM_CC_DIRECT	GO:0044754~autolysosome	2	1.9230769230769231	0.05171731273152727	ENSG00000161011, ENSG00000087086	100	11	20562	37.38545454545454	0.9999944814706283	0.5446383130947414	0.532694490439155
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	15	14.423076923076922	0.05254289490031997	ENSG00000175197, ENSG00000112715, ENSG00000134107, ENSG00000177606, ENSG00000006652, ENSG00000130254, ENSG00000133794, ENSG00000164463, ENSG00000112182, ENSG00000185022, ENSG00000185122, ENSG00000108175, ENSG00000162772, ENSG00000099917, ENSG00000155090	99	1723	19308	1.6978842399620113	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005912~adherens junction	4	3.8461538461538463	0.05255281968458031	ENSG00000112715, ENSG00000159840, ENSG00000101384, ENSG00000175866	100	175	20562	4.699885714285715	0.9999954862059631	0.5446383130947414	0.532694490439155
UP_KW_LIGAND	KW-0663~Pyridoxal phosphate	3	2.8846153846153846	0.05298108190213758	ENSG00000169710, ENSG00000128683, ENSG00000182199	42	62	6833	7.872119815668202	0.507209290100572	0.22958468824259617	0.22958468824259617
INTERPRO	IPR017441:Protein kinase, ATP binding site	6	5.769230769230769	0.0531243409730193	ENSG00000173846, ENSG00000034152, ENSG00000142627, ENSG00000160584, ENSG00000013441, ENSG00000074590	101	390	19204	2.925209444021325	0.9999999552477103	1.0	1.0
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	5	4.807692307692308	0.05319850957530442	ENSG00000175197, ENSG00000141682, ENSG00000173846, ENSG00000074590, ENSG00000087074	99	278	19308	3.5077392631349467	1.0	1.0	1.0
UP_SEQ_FEATURE	REGION:Transactivation domain	2	1.9230769230769231	0.053253409181307186	ENSG00000185122, ENSG00000108175	103	11	20559	36.29126213592233	1.0	1.0	0.9965596330275229
